"filename", "language", "Ignore", "Shell Script", "Docker", "Python", "HTML", "Markdown", "JavaScript", "JSON", "Less", "XML", "JSON with Comments", "CSS", "Ini", "toml", "comment", "blank", "total"
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/firestore/test_firestore.py", "Python", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 82
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/rulesLawyer/rulesLawyer_helper.py", "Python", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 35, 150
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/rulesLawyer/rulesLawyer_router.py", "Python", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 73
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/rulesLawyer/test_bot_response.py", "Python", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 49
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/rulesLawyer/test_embedding_loader.py", "Python", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 92
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/session_managment/test_session_management.py", "Python", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 187
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/storegenerator/block_builder.py", "Python", 0, 0, 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 32, 519
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/storegenerator/sd_generator.py", "Python", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/media/drakosfire/Shared1/DungeonMind/DungeonMindServer/tests/storegenerator/store_helper.py", "Python", 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32, 334
"Total", "-", 28, 89, 14, 3447, 622, 138, 4190, 1893083, 2878, 55, 29, 12729, 4, 2849, 1158, 4643, 1925956
